"id","category","difficulty","user_input","response","reference","bert_f1","bert_precision","bert_recall","prompt_tokens","completion_tokens","total_tokens"
"11","Modulhandbuch/PO","medium","Welche Bachelorstudiengänge der WiSo-Fakultät haben ein eigenes Modulhandbuch unter PO 2021?","Basierend auf den Suchergebnissen können die folgenden Bachelorstudiengänge der WiSo-Fakultät mit eigenem Modulhandbuch unter PO 2021 identifiziert werden:  * Betriebswirtschaftslehre (BWL)  Die anderen Studiengänge haben kein eigenes Modulhandbuch, sondern nutzen das allgemeine Modulhandbuch der Fakultät.","Für das Studienjahr 2025/26 gibt es unter der Bachelor PO 2021 Modulhandbücher für Betriebswirtschaftslehre, Volkswirtschaftslehre, Management, Economics and Social Sciences, Sozialwissenschaften, Gesundheitsökonomie, Wirtschaftsinformatik sowie Lehramt am Berufskolleg I.","0.20145966112613678","0.14324092864990234","0.25731325149536133","0.0","0.0","0.0"
"12","Modulhandbuch/PO","easy","Wo finden Bachelorstudierende die zugehörigen Prüfungsordnungen der PO 2021?","Die Bachelorstudierenden können die zugehörigen Prüfungsordnungen der PO 2021 im Dokumenten- und Medienbereich der Universitäts-Wissensdatenbank finden. Dort sind alle wichtigen Dokumente für die Organisation des Studiums abrufbar, einschließlich der Modulhandbücher für jeden Bachelorstudiengang.  Die Prüfungsordnung PO 2021 ist gültig für Studierende, die sich ab dem Wintersemester 2021/22 eingeschrieben haben. Im Archivbereich können auch die Modulhandbücher vergangener Studienjahre abgerufen werden.  Es ist wichtig zu beachten, dass die Prüfungsordnung PO 2021 nur für neue Studierende gilt, die sich nach dem 01.10.2021 eingeschrieben haben. Studierende, die bereits vorher eingeschrieben waren, können noch nach der alten Prüfungsordnung (PO 2015) prüfen.  Wenn Sie also nach den Prüfungsordnungen PO 2021 suchen, empfehle ich Ihnen, sich im Dokumenten- und Medienbereich umzusehen. Dort finden Sie alle relevanten Informationen für Ihre Studienorganisation.","Im Download-Bereich des Prüfungsamtes finden Sie die gemeinsame Prüfungsordnung der WiSo-Studiengänge, sowie die zusätzliche Bachelorprüfungsordnung.","0.17865651845932007","-0.025074495002627373","0.3949877619743347","0.0","0.0","0.0"
"13","Modulhandbuch/PO","easy","Für wen gelten die Dokumente zur Master-Prüfungsordnung (PO) 2021?","Die Dokumente zur Master-Prüfungsordnung (PO) 2021 gelten für Studierende, die ab dem Wintersemester 2021/22 eingeschrieben sind. Dies umfasst alle Master-Studiengänge der WiSo-Fakultät an der Universität zu Köln, die ab diesem Zeitpunkt begonnen haben.","Die Dokumente zur Master PO 2021 gelten für Studierende, die nach der Prüfungsordnung 2021 studieren und sich ab dem Wintersemester 2021/22 eingeschrieben haben.","0.5627744197845459","0.4062666893005371","0.7261306643486023","0.0","0.0","0.0"
"14","Modulhandbuch/PO","medium","Für welche Masterstudiengänge werden im Rahmen der Master Prüfungsordnung PO 2021 Modulhandbücher bereitgestellt?","Basierend auf den Suchergebnissen können wir folgern, dass für die Masterstudiengänge der Prüfungsordnung (PO) 2021 Modulhandbücher bereitgestellt werden. Die genauen Informationen finden Sie im Modulhandbuch-Archiv unter ""Master PO 2021"".","Für das Studienjahr 2025/26 werden unter der Master PO 2021 Modulhandbücher für folgende Masterstudiengänge aufgeführt: M.Sc. International Management (CEMS MIM); M.Sc. Business Administration (Accounting and Taxation, Corporate Development, Finance, Marketing, Supply Chain Management); M.Sc. Business Analytics and Econometrics; M.Sc. Economics; M.Sc. Economic Research; M.Sc. Gesundheitsökonomie; M.Sc. Information Systems; M.A./M.Sc. Politikwissenschaft/Political Science; die beiden Soziologie-Master (Sociology: Social and Economic Psychology sowie Sociology and Social Research) sowie M.Ed./M.Sc. Wirtschaftspädagogik.","0.03187179192900658","0.23444633185863495","-0.1601274609565735","0.0","0.0","0.0"
"15","Modulhandbuch/PO","easy","Wo finden Masterstudierende die Masterprüfungsordnung für die WiSo-Studiengänge?","Die Masterprüfungsordnung für die WiSo-Studiengänge ist auf den Seiten der Universität zu Köln unter ""Prüfungsordnungen"" oder im Modulhandbuch der jeweiligen Studiengänge erhältlich. Sie können auch direkt auf der Website der WiSo-Fakultät nachschauen, ob dort eine spezielle Seite für die Masterprüfungsordnung existiert.  Wenn du also nach der Prüfungsordnung suchst, empfehle ich dir, direkt auf der Universitäts-Website zu suchen oder dich an das Studienbüro der WiSo-Fakultät zu wenden. Sie können dir gerne helfen und die richtigen Informationen bereitstellen.","Die Prüfungsordnungen zur Master PO 2021 findest du im Download-Bereich des Prüfungsamts. Dort sind sowohl die gemeinsame Prüfungsordnung der WiSo-Studiengänge als auch die zusätzliche Masterprüfungsordnung hinterlegt.","0.3231998682022095","0.20691455900669098","0.44139745831489563","0.0","0.0","0.0"
"16","Bachelor-Studium","easy","Welche Möglichkeiten schafft mir ein Bachelorabschlusses an der WiSo-Fakultät?","Ein Bachelorabschluss an der WiSo-Fakultät bietet Ihnen viele Möglichkeiten für Ihre weitere Karriere. Hier sind einige der wichtigsten:  *   **Direkte Einstellung in den Beruf**: Ein wirtschafts- oder sozialwissenschaftlicher Bachelor-Abschluss ist sehr gefragt bei Unternehmen und öffentlichen Institutionen. *   **Trainee-Programme**: Viele Unternehmen bieten Trainee-Programme an, die Ihnen die Möglichkeit geben, Ihre Fähigkeiten in einem realen Umfeld zu erproben. *   **Weiterführender Masterstudiengang**: Ein Bachelor-Abschluss ist oft eine Voraussetzung für einen Masterstudiengang. Dies bietet Ihnen die Möglichkeit, sich auf ein bestimmtes Fachgebiet zu spezialisieren und Ihre Karriere noch weiter voranzutreiben. *   **Forschung und Entwicklung**: Wenn Sie sich für Forschung und Entwicklung interessieren, können Sie nach Ihrem Bachelor-Abschluss an einer Universität oder einem Forschungsinstitut arbeiten.  Die WiSo-Fakultät bietet Ihnen eine breite Palette von Möglichkeiten, um Ihre Karriere zu gestalten. Es ist wichtig, dass Sie sich für den Studiengang entscheiden, der am besten zu Ihren Interessen und Fähigkeiten passt.","Ein Bachelorabschluss an der WiSo-Fakultät schafft eine exzellente Grundlage für den individuellen Karriereweg – unabhängig davon, ob man direkt in den Beruf einsteigt, ein Trainee-Programm wählt oder einen weiterführenden Master anschließt.","0.25927871465682983","0.07277511060237885","0.4558013081550598","0.0","0.0","0.0"
"17","Bachelor-Studium","easy","Welche Bachelorstudiengänge bietet WiSo-Fakultät allgemein an?","Basierend auf den Suchergebnissen kann ich sagen, dass die WiSo-Fakultät der Universität zu Köln folgende Bachelorstudiengänge anbietet:  * Betriebswirtschaftslehre (BWL) * Volkswirtschaftslehre (VWL)  Diese Informationen sind abrufbar auf der Website der Universität zu Köln und in den dortigen Studien- und Prüfungsordnungen.","Die WiSo-Fakultät bietet folgende Bachelorprogramme an: Betriebswirtschaftslehre, Volkswirtschaftslehre, Sozialwissenschaften, Management, Economics & Social Sciences, Wirtschaftsinformatik, Gesundheitsökonomie sowie der Lehramts-Bachelor.","0.3597075641155243","0.26979494094848633","0.4496452808380127","0.0","0.0","0.0"
"18","Allgemein","medium","Was macht den Standort Köln attraktiv?","Köln ist ein attraktiver Standort für Studierende aufgrund seiner:  * Ausgeprägten ökonomischen Infrastruktur, die es ermöglicht, mit großen Unternehmen zusammenzuarbeiten * Pulsierendes Studierendenleben mit über 130.000 Studierenden und einer lebendigen Start-up-Kultur * Nähe zu einem großen Netzwerk von aktuellen und ehemaligen Studierenden (Alumni) * Zugang zu Praxis und Geschäftswelt während und nach dem Studium * Vielfalt an Veranstaltungen und Coachingprogrammen, die den Kontakt zu privaten und öffentlichen Institutionen herstellen * Karriereperspektiven durch den Bachelor- und Masterstudiengang an der WiSo-Fakultät * Lebendige Pflege von Traditionen wie dem Kölner Karneval und dem lokalen Bier ""Kölsch"" * Nähe zu international renommierten Forschungseinrichtungen wie der ESA European Space Agency oder Gesis - Leibniz-Institut für Sozialwissenschaften.  Quelle: Offizielle Zahlen und Fakten 2022, statistische Nachrichten über Nationalitäten in Köln 2021, Stadt Köln.","Köln wird als Stadt beschrieben, die für Lebensfreude, Toleranz und Weltoffenheit steht. Die Region bietet vielfältige Kontakte zur beruflichen Praxis und einen Branchenmix mit u. a. Medien- und Kreativwirtschaft, Logistik und Life Sciences mit wichtiger Rolle auf Bundesebene.","0.06625798344612122","-0.06542851030826569","0.2004319280385971","0.0","0.0","0.0"
"19","Services/Info","easy","Was ist „Chat with Paco“?","Paco ist ein künstliches Intelligenz-Tool, das dir bei deinen Fragen zu Studiengängen und der Universität zu Köln hilft. Es beantwortet alle faktenbasierten Fragen zu deinem Wunschstudiengang schnell und zuverlässig. Paco ist eine Ergänzung zu ""Chat with a Student"", wo echte WiSo-Studierende aus erster Hand von ihren Erfahrungen rund um den Studienalltag und die Studiengänge berichten.","„Chat with Paco“ ist ein KI-Angebot („Paco“), das jederzeit faktenbasierte Fragen zum Wunschstudiengang beantwortet.","0.4228917062282562","0.2935362160205841","0.5557302832603455","0.0","0.0","0.0"
"20","Bachelor-Studium","hard","Welche Bachelor-Verbundstudiengänge mit WiSo-Beteiligung werden angeboten?","Basierend auf den Suchergebnissen kann ich sagen, dass die WiSo-Fakultät an folgenden Bachelor-Verbundstudiengängen beteiligt ist:  * Wirtschaftsinformatik (Bachelor) * Betriebswissenschaften und Volkswirtschaftslehre (Bachelor)  Diese Studiengänge starten alle nur zum Wintersemester. Die Philosophische Fakultät bietet ebenfalls Verbundstudiengänge an, die ein wirtschafts- und sozialwissenschaftliches Wahlpflichtfach umfassen, welches dann an der WiSo-Fakultät vermittelt wird.  Wenn Sie weitere Fragen haben oder spezifischere Informationen benötigen, stehe ich Ihnen gerne zur Verfügung.","Es werden folgende Verbundstudiengänge der Philosophischen Fakultät angeboten: Bachelorstudiengang Regionalstudien China, Bachelorstudiengang Regionalstudien Lateinamerika, Bachelorstudiengang Regionalstudien Ost- und Mitteleuropa, Bachelorstudiengang Medienwissenschaft, Bachelorstudiengang Wirtschaftsmathematik, Bachelorstudiengang Mathematik, Bachelor Geographie, Bachelor Klinische Pflege","0.10919484496116638","0.05687997490167618","0.1585046648979187","0.0","0.0","0.0"
"21","Bachelor-Studium","easy","Welche Nebenfächer im Rahmen des Bachelorstudiums Geographie werden von der WiSo-Fakultät angeboten?","Basierend auf den Suchergebnissen kann ich Ihnen sagen, dass die WiSo-Fakultät im Rahmen des Bachelorstudiums Geographie folgende Nebenfächer anbietet:  - Betriebswirtschaftslehre - Volkswirtschaftslehre - Sozialwissenschaften  Bitte beachten Sie, dass diese Informationen auf der Grundlage der Suchergebnisse basieren und es immer ratsam ist, direkt bei der Universität oder dem jeweiligen Fachbereich nachzufragen.","Im Bachelorstudiengang Geographie bietet die WiSo-Fakultät in folgenden Bereichen Angebote für die Nebenfächer an: Betriebswirtschaftslehre, Volkswirtschaftslehre und Sozialwissenschaften","0.3701939582824707","0.20420436561107635","0.5436273813247681","0.0","0.0","0.0"
"22","Bachelor-Studium","easy","Welche Bewerbungsfristen gelten für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät und welche Bachelorstudiengänge starten auch im Sommersemester?","Die Bewerbungsfristen für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät sind:  * 15. Juli/15. Januar als reguläre Bewerbungsfrist für das Winter- bzw. Sommersemester * Die Bewerbung zum 1. Fachsemester für die Bachelorstudiengänge wird über das Studierendensekretariat der Universität zu Köln geregelt  Es gibt auch einige Bachelorstudiengänge, die im Sommersemester starten, darunter Betriebs- und Volkswirtschaftslehre.","Für das erste Fachsemester in den Bachelorstudiengängen der WiSo-Fakultät gilt regulär der 15. Juli als Bewerbungsfrist für das Wintersemester und der 15. Januar für das Sommersemester.","0.5152652859687805","0.33485668897628784","0.7054232358932495","0.0","0.0","0.0"
"23","Bachelor-Studium","easy","Für welche Bachelorstudiengänge der WiSo-Fakultät ist ein Studienstart auch im Sommersemester möglich?","Basierend auf den Suchergebnissen kann ich folgern:  **Ja**, es ist möglich, auch im Sommersemester in die Bachelorstudiengänge Betriebs- und Volkswirtschaftslehre der WiSo-Fakultät zu starten. Die Bewerbungsfrist für das Sommersemester ist der 15. Januar.","Ein Studienstart im Sommersemester ist nur in den Bachelorstudiengängen Betriebswirtschaftslehre und Volkswirtschaftslehre möglich.","0.4181777536869049","0.22347129881381989","0.6244798898696899","0.0","0.0","0.0"
"24","Master-Studium","easy","Wann beginnen die angebotenen Masterprogramme?","Die angebotenen Masterprogramme beginnen im Wintersemester.","Die angebotenen Masterprogramme starten zum Wintersemester. Die Bewerbung erfolgt bis Mitte des Jahres.","0.7966611981391907","0.9368956089019775","0.6618449687957764","0.0","0.0","0.0"
"25","Bachelor-Studium","medium","Was ist für eine Bewerbung in ein höheres Fachsemester eines Bachelorstudiengangs an der WiSo-Fakultät erforderlich?","Um in ein höheres Fachsemester eines Bachelorstudiengangs an der WiSo-Fakultät zu bewerben, benötigen Sie Folgendes:  1.  Eine Bescheinigung über den Quereinstieg (falls Ihr bisheriger Studiengang nicht identisch ist mit dem gewünschten) 2.  Einen Antrag auf Fachsemestereinstufung (falls Ihr bisheriger Studiengang nicht identisch ist mit dem gewünschten)  Bitte beachten Sie, dass die Bewerbungsfristen und -verfahren je nach Semester variieren können. Es ist ratsam, sich vorher im Studierendensekretariat oder International Office über die genauen Anforderungen zu informieren.  Wenn Sie weitere Fragen haben, stehe ich Ihnen gerne zur Verfügung!","Für die Bewerbung auf ein höheres Fachsemester in einem Bachelorstudiengang der WiSo-Fakultät benötigen Sie zwei Bescheinigungen: einen Nachweis darüber, ob Sie als Ortswechsler:in oder Quereinsteiger:in eingestuft werden, und eine Fachsemestereinstufung. Beide Bescheinigungen stellt das Prüfungsamt der WiSo-Fakultät auf Antrag aus.","0.3069409728050232","0.1984865516424179","0.4165824055671692","0.0","0.0","0.0"
